5.4935 	WARNING 	Requested audio device 'Speakers (Lenovo USB Audio)' that is not available on this hardware. The 'audioDevice' preference should be one of ['Speakers (Realtek(R) Audio)']
13.8217 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
13.8263 	INFO 	Loaded monitor calibration from ['2025_03_12 16:44']
14.3904 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000022EDE78CE20>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000022EDE78CE80>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000022EDE847F70>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
14.3905 	EXP 	window1: backgroundImage = ''
14.3906 	EXP 	window1: backgroundFit = 'none'
14.4115 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.4136 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.4158 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.4195 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.4232 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.4249 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.4279 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.4310 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.4319 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.4327 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.4345 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.4363 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.4381 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.4401 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.4416 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.4435 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.4455 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.4467 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.4480 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.4505 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.4517 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.4523 	DEBUG 	Uploading Texture Font fontname to graphics card
14.4544 	DEBUG 	Upload of Texture Font fontname complete
14.4686 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.4713 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.4738 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.4744 	DEBUG 	Uploading Texture Font fontname to graphics card
14.4750 	DEBUG 	Upload of Texture Font fontname complete
14.4791 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
14.4792 	EXP 	window1: recordFrameIntervals = False
14.6645 	EXP 	window1: recordFrameIntervals = True
14.8477 	EXP 	Screen (0) actual frame rate measured at 60.10Hz
14.8478 	EXP 	window1: recordFrameIntervals = False
14.8619 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
